farmacia_nro_soe;titular_nombre;direccion_vial_tipo;direccion_vial_nombre;direccion_vial_nro;municipio_nombre;localizacion_coordenada_x;localizacion_coordenada_y
1034;Miguel Angel Alonso Garcia;CALLE;del Puerto de Cardoso;14;Madrid;444536;4471036
1035;Elena Hernandez Carmena;CALLE;de Méndez Álvaro;64;Madrid;442205;4471929
1036;Carmen Maria Cortes Toledano;CALLE;de Enrique Velasco;14;Madrid;443818;4471916
1037;Enrique Bermudez Menendez De La Granda;CALLE;de Ribadavia;27;Madrid;439968;4480473
1038;Angela Maria Camarero Del Canto;CALLE;de Maudes;38;Madrid;440724;4477395
1039;Pedro Lopez Ledesma;CALLE;de Alberto Palacios;20;Madrid;439483;4466076
1040;Marta Gonzalez Alvarez;CALLE;de San Jaime;7;Madrid;446609;4469946
1041;Cristina Bañon Roldan;AVDA;de Canillejas a Vicálvaro;63;Madrid;448079;4476244
1042;Begoña Masi Sainz De Los Terreros;CALLE;del Poeta Joan Maragall;56;Madrid;441379;4479328
1043;Isabel Elorrieta Uribarri;CALLE;del Capitán Salazar Martínez;3;Madrid;439694;4473238
1044;Milagros Gutierrez Payo;AVDA;de La Verbena de la Paloma;5;Madrid;440957;4467954
1045;Ana Isabel Velez De Oñate;PLAZA;Constitución;32;Alcorcón;430932;4467441
1046;Maria Jesus Luisa Andres Torres;CALLE;del Doctor Fleming;36;Madrid;441703;4478882
1047;Eduardo Garcia Jimenez;CALLE;del Cerro de la Alcazaba;52;Madrid;442848;4470429
1048;Amalia Abeger Monteagudo;CALLE;de Mateo Inurria;9;Madrid;441757;4479784
1049;Maria Carmen Sainz Garcia;CALLE;de Alvarado;18;Madrid;440209;4478027
1050;Marta Mª De Paula Ruiz;PLAZA;de la Paloma de la Paz;3;Madrid;441577;4466004
1051;Maria Del Carmen Soler Arija;PASEO;de los Melancólicos;45;Madrid;438883;4472915
1052;María Raquel Fernández Gómez;CALLE;de Ramón Pérez de Ayala;58;Madrid;444640;4472409
1053;Josefa Romero Ruiz;CALLE;de Suecia;69;Madrid;448653;4475576
1054;Cristina Flores Perez;CALLE;del Beato Berrio Ochoa;7;Madrid;444769;4476130
1055;Mª Gloria Toledano Diaz;CALLE;de Cariñena;2;Madrid;434673;4471985
1056;Juan Jose Canela Vicente;CALLE;del Mar Caspio;13;Madrid;445199;4480559
1057;Marta Martinez Corces;CALLE;del Doctor Casteló;45;Madrid;442893;4474628
1058;Natalia Del Pino Carrasco;CALLE;de la Antracita;3;Madrid;441399;4471367
1059;Monica Tapia Gonzalez-Valcarcel;CALLE;de Albares de la Ribera;6;Madrid;436963;4469528
1060;Ana Vazquez Lopez;CALLE;de Don Ramón de la Cruz;109;Madrid;443092;4475544
1061;Maria Jose Canales Martin;CALLE;del Valle de Oro;7;Madrid;438108;4471099
1062;Maria Fatima Molina Bautista;CALLE;de Pradoluengo;135;Madrid;450557;4478032
1063;Adoracion Blanco Arrojo;CALLE;de Algorta;19;Madrid;438084;4471474
1064;Isabel Lojo Galvan;CALLE;Carlos Ruiz;16;Ajalvir;459380;4487148
1065;Jonas Garcia Naranjo;CALLE;Vía Carpetana;141;Madrid;437087;4471586
1066;Antonio Lizancos Mora;CALLE;de Adora;3;Madrid;441447;4468970
1067;Mohamed Abdo Awad;CALLE;de Vital Aza;59;Madrid;445693;4476000
1068;Remigio Piña Calvo;CALLE;de Núñez Morgado;11;Madrid;441881;4480000
1069;Otto Daniel Villanueva Navas;CALLE;del Castillo de Simancas;13;Madrid;446844;4475676
1070;Antonio Lopez Serrada;CALLE;de Mercedes Arteaga;45;Madrid;438645;4471397
1071;Jaime Rodríguez Osuna;AVDA;del Manzanares;90;Madrid;438825;4472365
1072;Genara Maria Auxiliadora Hermoso Diez;CALLE;de Calahorra;116;Madrid;447912;4473080
1073;Jaime Fernandez Millan;GTA;de Rufino Novalvos;2;Madrid;437978;4470853
1074;Francisco Javier Ceballos Carbonero;CALLE;de Martínez de la Riva;114;Madrid;443673;4470507
1075;Mª Del Mar Blanch Roldan;CLLON;de Gómez Acebo;5;Madrid;439893;4466050
1076;Ignacio Vasserot Alvarez;CALLE;de San Venancio;10;Madrid;448315;4477469
1077;Carlos Sanz Diez De Ulzurrun Lluch;AVDA;de Donostiarra;22;Madrid;444276;4476195
1078;Hros. De Mª Jesus Elena Perez De La Iglesia;AVDA;de La Verbena de la Paloma;28;Madrid;440884;4467579
1079;Nuria Caracuel Rodriguez;CALLE;de Alcalá;574;Madrid;447947;4477371
1080;Maria Angela Ibañez Colmenar;CALLE;de Antonio Cumella;12;Madrid;446068;4473436
1081;Encarnacion Hernanz Rincon;CALLE;de Nuria;34;Madrid;440157;4482661
1082;Maria Victoria Ortega Luna;CALLE;del Mesón de Paredes;85;Madrid;440515;4473024
1083;Rocio Velasco Malo De Molina;AVDA;del General Perón;23;Madrid;441046;4478270
1085;Ana Maria Sanchez Randulfe;CALLE;de Abtao;42;Madrid;442767;4473044
1086;Maria Mateo Fernandez;CALLE;de Cartagena;20;Madrid;443142;4475953
1087;Maria Rosario Telleria Arregui;CALLE;de La del Manojo de Rosas;2;Madrid;440738;4468034
1088;Jose Luis Perez Martin;CALLE;de El Paular;14;Madrid;446474;4473339
1089;Mª Cruz Barbero Gonzalez;PASEO;de Extremadura;170;Madrid;437176;4473464
1090;Carmen Colino Perez;CALLE;de Juan Ramón Jiménez;2;Madrid;441772;4478680
1091;Esperanza Gutierrez Ruiz;CALLE;de Pivijay;6;Madrid;445876;4480724
1092;Myriam Pardo De Jaureguizar;CALLE;de Melquíades Biencinto;31;Madrid;443088;4471773
1093;Mª Inmaculada Rico Gomez;AVDA;de Bruselas;66;Madrid;443797;4476846
1094;Juana Montoya Torres;CALLE;de Juana Doña;10;Madrid;441195;4471999
1095;Marta Masi Cantos;CALLE;de María de Molina;22;Madrid;441872;4476550
1096;Ana De Jorge Garcia;CALLE;de Hilarión Eslava;51;Madrid;439229;4476679
1097;Belen Jimenez Perez;CALLE;de Mauricio Legendre;5;Madrid;441760;4480067
1098;Mª Elvira Gonzalez Holgado;CALLE;de Pedro Laborde;39;Madrid;444912;4470930
1099;Maria Nieves Concepcion Fragoso;CALLE;del Teniente Compaired;18;Madrid;439837;4470406
1100;Laura Ferrer Marti;CALLE;de Hernani;19;Madrid;440509;4477762
1101;David Antonio Noguerales Rodriguez;CALLE;del Amanecer;11;Madrid;436986;4470064
1102;Cristina Isabel Guillen Pino;PASEO;de la Habana;7;Madrid;441533;4477862
1103;Lourdes Catalan Bañuls;AVDA;de Badajoz;5;Madrid;444435;4477003
1104;Lucia Alvarez Lamas;CALLE;de Nuestra Señora de la Luz;30;Madrid;436829;4470593
1105;Beatriz Zazo Lazaro;CALLE;de Santa Felicidad;30;Madrid;444792;4475083
1106;Mª Dolores Garcia Ayuso;CALLE;del Camino de los Vinateros;144;Madrid;445249;4473009
1107;Marcos Julio Robledo Dierksen;CALLE;de López de Hoyos;351;Madrid;444697;4480051
1108;Julia Diaz Luengo;CALLE;de Arturo Soria;190;Madrid;444189;4478830
1109;Miguel Angel Elias Dominguez;RONDA;de Segovia;47;Madrid;439175;4473430
1110;Domingo Fernandez Patier;CALLE;de Eugenia de Montijo;68;Madrid;436626;4470182
1111;Mª Cruz Caviro Royo;CALLE;de Carlos Aurioles;42;Madrid;443358;4470366
1113;Manuel Rodriguez Pereita;PASEO;de la Castellana;97D;Madrid;441375;4478219
1114;Enrique Jose Baeza Trujillo;CALLE;de Luisa Fernanda;7;Madrid;439396;4475318
1115;Maria Luisa Arranz Holgueras;AVDA;de América;56;Madrid;443666;4477108
1116;Elena Remedios Cortes Torres;CALLE;de Torrelaguna;68;Madrid;444259;4477828
1117;Diana Coca Menchero;PLAZA;de Rabasa;18;Madrid;435040;4469712
1118;Juan Linde Garcia;CALLE;de Emilio Ferrari;65;Madrid;445646;4475806
1119;Patricia Vos Garcia;AVDA;de La Gavia;35;Madrid;448024;4469178
1120;Maria Pilar Martin Ochoa;CALLE;del General Álvarez de Castro;42;Madrid;440421;4476581
1121;Mª Paz Juarez Martin;AVDA;Orovilla;48;Madrid;441414;4467955
1122;Javier Jodar Pérez;CALLE;de la Alondra;49;Madrid;437217;4471076
1123;Alfonso Castro Moron;CALLE;de Alcalá;634;Madrid;448373;4477732
1124;María Eugenia Buesa Sanz;CALLE;de Bravo Murillo;76;Madrid;440316;4477362
1125;Maria Teresa Gil Ceballos;CALLE;de San Manuel;5;Madrid;435443;4472696
1126;Eva Maria Fernandez Tebar;CALLE;del Congosto;10;Madrid;447336;4469622
1127;Catalina Diaz Carmona;CALLE;de Godella;147;Madrid;441577;4465804
1128;Mª Del Poder Arroyo Medina;CALLE;del Camino Viejo de Leganés;114;Madrid;438070;4470562
1129;Maria Jesus Herrero Perez;PASEO;de la Chopera;13;Madrid;440498;4472000
1130;Pilar Mendez Mora-Figueroa;CALLE;de Roger de Lauría;s/n;Madrid;437768;4471749
1131;Emilio De La Plaza Julian;AVDA;del Marqués de Corbera;30;Madrid;444561;4475020
1132;Maria Berges Acedo;AVDA;de Portugal;111;Madrid;437755;4473826
1133;Mª Lourdes Pascual Arasanz;AVDA;de Donostiarra;1;Madrid;444085;4476275
1134;Juan Jose Cordoba Gallardo;CALLE;de Modesto Lafuente;28;Madrid;440961;4476697
1136;Mª Carmen Sanchez Morales;CALLE;de Eugenio Salazar;26;Madrid;442813;4477484
1137;Monica Edith Guerrero Gonzalez;AVDA;de Europa;27;Madrid;433247;4477445
1138;Julio Tebar  Jimenez;CALLE;de Minerva;35;Madrid;449056;4472470
1139;Juan Carlos Barba Carretero;CALLE;de Santa Cruz de Marcenado;30;Madrid;439493;4475712
1140;Eva Sarmiento Alonso;CALLE;de Santuario;68;Madrid;440621;4470316
1141;Carla María Rodríguez De Guzmán Rosello;PLAZA;del Cidamón;s/n;Madrid;444342;4478107
1142;Isabel Rivas Giner;CALLE;de Getafe;1;Pinto;440318;4455098
1144;Lucia Benitez Del Prado;CALLE;de Torrelaguna;16;Madrid;444844;4476951
1145;Oscar Olivier Lecha;AVDA;de Machu Picchu;75;Madrid;446298;4479073
1146;Mercedes Rodriguez Prieto;CALLE;de Ramón Azorín;16;Madrid;437013;4472787
1147;Ana America Herrera Mendoza;CALLE;de Arturo Soria;282;Madrid;443417;4480474
1148;Mª Lourdes Rodriguez Fernandez;CALLE;del General Cabrera;23;Madrid;440970;4478558
1149;Miguel Leal Serrats;CALLE;de Rafael Fernández Hijicos;22;Madrid;446044;4471376
1150;Rocio Martinez De Velasco Menendez;CALLE;de San Dámaso;12;Madrid;438580;4472607
1151;Gemma Perez Sanchez;CALLE;del Camino Viejo de Leganés;64;Madrid;438285;4471071
1153;Maria Pascual Verd;CALLE;de los Fundadores;6;Madrid;443362;4475100
1154;Maria Purificacion Velasco Calderon;PASEO;de la Habana;52;Madrid;441774;4478022
1155;Carlos Esteban Cabello Perez;CALLE;de la Caridad;15;Madrid;442688;4472631
1157;Maria Inmaculada Blanco Martínez;CALLE;de la Virgen de la Oliva;22;Madrid;447084;4475818
1158;Maria De Marcos Cimiano;PASEO;de la Castellana;199;Madrid;441573;4479997
1159;Angelina Beatriz Villa Calvo;CALLE;del General Aranaz;91;Madrid;445146;4477663
1160;Eduardo Fernandez Tortosa;CALLE;de Pérez Galdós;27;Coslada;452163;4475055
1161;Mª Jose Gonzalez De Prada;CALLE;de José Arcones Gil;108;Madrid;446205;4475462
1162;Margarita Ramiro Fariñas;CALLE;de Víctor Andrés Belaúnde;23;Madrid;442361;4478560
1163;Mercedes Sendino Perez;CALLE;de Jacinto Verdaguer;13;Madrid;439262;4471932
1164;Enrique Areses Garcia Del Valle;CALLE;de la Pilarica;80;Madrid;440319;4470438
1165;Constanza Palomino Tormo;CALLE;de San Magín;21;Madrid;439346;4470669
1166;Mª Luisa Malmierca Rodriguez;AVDA;del Manzanares;48;Madrid;438612;4472968
1168;Francisco Fernandez De Arevalo Fernandez De Arevalo;CALLE;San Jaime;1;Pozuelo de Alarcón;431990;4476943
1169;Felix Tomas Lopez Hernandez;CALLE;de La Bañeza;43;Madrid;439101;4480727
1170;Luis Civera Tejuca;CALLE;del Atlético de Madrid;19;Madrid;437002;4469729
1171;Jose Miguel Lara  Del Rey;CALLE;de Rafaela Bonilla;4;Madrid;443408;4476115
1172;Jesus Prieto Cardona;CALLE;de Bolivia;16;Madrid;442523;4478675
1173;Javier Rodríguez Pizarro;CALLE;de Albares de la Ribera;58;Madrid;437241;4469591
1174;Ignacio Escutia Arquero;CALLE;de Melchor Cano;6;Madrid;437799;4475448
1176;Cristina Pedraza Hernando;PLAZA;del Corregidor Alonso de Aguilar;5;Madrid;444188;4473188
1177;Jose Maria Ibañez Ruiz;AVDA;de Bruselas;49;Madrid;443716;4476605
1178;Angeles Sotoca Ruiz;CALLE;de Villagarcía;2;Madrid;436018;4472958
1179;Angel Luis Iglesias Nuñez;AVDA;Libertad;11;Leganés;433714;4467872
1180;Mª Vanessa Perez Martin;GTA;de Los Cármenes;4;Madrid;436851;4471870
1181;Ana Belen Pato-Castel Tadeo;CALLE;de la Duquesa de Tamames;33;Madrid;436371;4469286
1182;Miguel Angel Ninahualpa Navio;CALLE;Libreros;50;Alcalá de Henares;469364;4481642
1183;Victoria Eugenia Lopez Ormazabal;CALLE;de Argumosa;30;Madrid;440936;4473194
1184;Covadonga Garrudo Pacios;CALLE;de López de Hoyos;365;Madrid;444839;4480261
1185;Mª Jose Naranjo Vizuete;CALLE;Buitrago de Lozoya;15;Madrid;439181;4480334
1186;Ana Ruiz Rodríguez;CALLE;de María Teresa Sáenz de Heredia;49;Madrid;444694;4475151
1187;Paloma Castellano Alberti;CALLE;Algete;4;Daganzo de Arriba;461195;4488470
1188;Juan De La Peña Soto;CALLE;de Santa Hortensia;20;Madrid;443227;4477329
1189;Francisco Javier Gutierrez Mañero;CALLE;del Pinar de San José;23;Madrid;434950;4468191
1190;Ana Sendino Miguel;AVDA;del Marqués de Corbera;60;Madrid;444842;4475291
1191;Maria Del Valle Herrera Rayo;CALLE;de Emilio Muñoz;7;Madrid;446485;4475768
1192;Jose Ignacio Escandon Garcia;CALLE;Enmedio;7;Torrejón de Ardoz;459363;4478680
1193;Alicia De La Azuela Tenorio;CALLE;de los Hermanos García Noblejas;194;Madrid;446998;4474449
1194;Marta Isabel Granados Garcia;CALLE;de Almorox;5;Madrid;439630;4479495
1195;Emilio Marquez De Prado Mena;CALLE;Gran Avenida;5;Madrid;439734;4469039
1196;Maria Josefa Carrillo Alcala;CALLE;de Enrique Fuentes;14;Madrid;439598;4470867
1197;Juan Sanchez Garcia;CALLE;de la Alhambra;62;Madrid;436827;4472203
1198;Matilde Maqueda Muñoz;AVDA;de Valdemarín;165;Madrid;432744;4479936
1199;Carmen Julia Gonzalez Viñas;CALLE;de Sierra Molina;9;Madrid;443397;4471105
1200;Encarnacion Diaz Lorente;CALLE;de Juan Ramón Jiménez;14;Madrid;441812;4479004
1201;Julia Vilanova Campos;CALLE;de Galileo;3;Madrid;439723;4475775
1202;Maria Del Mar Lopez Romero;CALLE;de Lérida;6;Madrid;440533;4478141
1203;Carlos Langa Aguado;CALLE;de la Alhambra;28;Madrid;436787;4472564
1204;Patricia Bescos Cano;CALLE;de Escalona;103;Madrid;435127;4471921
1205;Blas Ramirez Feito;PASEO;del Comandante Fortea;4;Madrid;438248;4475118
1206;Miguel Carlos Moyano Baeza;CALLE;de Matilde Hernández;77;Madrid;437473;4470971
1207;Rafael Fuentes Quiralte;CALLE;de María Tudor;16;Madrid;444098;4482880
1208;Rosario Contreras Porta;CALLE;de Ruidera;22;Madrid;442698;4470210
1210;Carlos Prieto Cisneros;PLAZA;del Sol;25;Torres de la Alameda;469171;4472960
1211;Maria Martin Bejarano;CALLE;de la Duquesa de Parcent;36;Madrid;436617;4471932
1212;Blanca De Bartolome Diez;CALLE;de Ángel Múgica;17;Madrid;441797;4481909
1213;Carmen Benitez-Donoso Medio;CALLE;de María de Maeztu;52;Madrid;438332;4482478
1214;Antonio Sanchez Martinez;CALLE;del Conde de Vistahermosa;29;Madrid;439650;4471724
1215;Margarita Guerreiro Gonzalez;CALLE;de Ponzano;69;Madrid;440710;4477117
1216;Elisa Ferreiro Gonzalez De Ara;CMNO;de la Zarzuela;22;Madrid;433400;4479684
1217;Cesar Alvarez De Blas;AVDA;de Concha Espina;10;Madrid;441709;4478118
1218;Mª Elena Moreno Valiente;CALLE;de Carrero Juan Ramón;22;Madrid;438001;4470266
1219;Antonio Jorge Bueno Menendez;CALLE;de Aquitania;87;Madrid;448074;4474683
1220;Ignacio Collado Serradilla;PASEO;de la Castellana;176;Madrid;441569;4479085
1221;Cristina Lanzuela De Alvaro;CALLE;de Clara del Rey;48;Madrid;443350;4477389
1222;Desire Galvez Djouma;AVDA;de La Gavia;11;Madrid;448331;4469639
1223;Mª Del Pilar Gay Puente;CALLE;de Claudio Coello;74;Madrid;441828;4475659
1224;Susana Camacho Diaz;AVDA;de la Gran Vía del Sureste;18;Madrid;449954;4468302
1225;Alfonso Fernandez Bernal;PASEO;de la Castellana;245;Madrid;441683;4480510
1226;Mercedes Marcos Menéndez;CALLE;de Villamanín;7;Madrid;436426;4473274
1227;Esther Corral Martinez;CALLE;de Aniceto Marinas;56;Madrid;438474;4475107
1228;Enrique Boceta Martin;CALLE;de Alconera;7;Madrid;447555;4475790
1229;Maria Boceta Villagra;CALLE;de la Vidriería;6;Madrid;447775;4475377
1230;Maria Dolores Ropa Moreno;CALLE;de la Virgen del Coro;9;Madrid;444196;4476122
1231;Mª Luisa Marquez Arjona;CALLE;del Marqués de Lozoya;12;Madrid;443655;4474209
1232;Miren Edurne Hijazo Ugarte;CALLE;de Julio Palacios;2;Madrid;441198;4481466
1234;María Martínez González;CALLE;del Marqués de Cubas;16;Madrid;440954;4474181
1235;David Herrero Perez;CALLE;de Hernani;68;Madrid;440973;4477694
1236;Sara Arredondo Martínez;CALLE;del Campo de la Paloma;22;Madrid;445144;4470544
1237;Mª Luisa  Hernández Benítez-Donoso;CALLE;de Carmen Martín Gaite;10;Madrid;435112;4469465
1238;Carmen Velasco Perez;CALLE;de Rafael López Pando;3;Madrid;436852;4473163
1239;Valentin Hidalgo Villa;CALLE;de Chantada;35;Madrid;439441;4480516
1240;Mª Luisa Garcia Alonso;CALLE;del Padre Amigó;20;Madrid;437217;4469951
1241;Iciar Cedrun Narvaiza;AVDA;de Monasterio de Silos;63;Madrid;441038;4484121
1242;Marta Robledo Calvo;AVDA;de la Aurora Boreal;21;Madrid;448868;4472229
1243;Carmina Barroso Herraez;PASEO;de Santa María de la Cabeza;116;Madrid;439850;4471476
1244;Maria Sanchez Campos;CALLE;del Oria;32;Madrid;442225;4477494
1245;Ana Maria Montero  De La Losa;CALLE;de Luis Piernas;38;Madrid;444630;4475330
1246;Patricia Álvarez Calvo;CALLE;del Apóstol Santiago;61;Madrid;444444;4475621
1247;Rafael Luis Areñas Velasco;CALLE;de Fermín Donaire;33;Madrid;439311;4470065
1248;Alfonso Ibañez Pinto;CALLE;de la Oca;17;Madrid;437670;4471243
1249;Mª Concepcion Martin Martin;PLAZA;España;8;Alcorcón;429665;4466816
1250;Blanca Perez Martinez De Ibarreta;CALLE;de Almonacid;38;Madrid;443985;4472006
1251;Enrique Barrachina Gabas;AVDA;de Camilo José Cela;33;Madrid;443349;4476655
1252;Ana Teresa Rodriguez Caro;CALLE;de la Tapicería;5;Madrid;447239;4475039
1253;Maria Rosa Rodriguez Caro;CALLE;de Amposta;11;Madrid;447284;4475287
1254;Alberto Donoso Buerba;AVDA;de la Victoria;43;Madrid;429735;4480471
1255;Angel Gomez Luque;CALLE;de Francos Rodríguez;102;Madrid;439572;4478842
1256;Julieta De La Morena De Castro;CALLE;de Rafael de Riego;36;Madrid;441242;4472646
1257;Miguel Plaza Mayor;CALLE;de Cavanilles;8;Madrid;442454;4473135
1258;Maria Laura Martin Carbajo;AVDA;de los Poblados;121;Madrid;438142;4469455
1259;Izaskun Giron Larrea;CALLE;de Deva;83;Madrid;439387;4469079
1260;Maria Dolores Bouzon Ruiz;CALLE;de Guzmán el Bueno;131;Madrid;439558;4477155
1261;Carolina Fernandez-Bujarrabal Villoslada;CALLE;de La Bañeza;3;Madrid;439645;4480887
1262;Antonio Castro Burgos;CALLE;de Sedano;31;Madrid;434276;4472255
1263;Eduardo Gomez Garrachon;CALLE;de Sarriá;56;Madrid;439439;4480811
1264;Mª Del Puy Heredia Ochoa;CALLE;de María Teresa Sáenz de Heredia;19;Madrid;444505;4474892
1265;Ana Arranz Holgueras;CALLE;de San Rufo;3;Madrid;438629;4473203
1266;Rosa Maria Gomez Corisco;AVDA;de Machupichu;17;Madrid;446995;4478733
1267;Gloria Pancorbo Vicente;CALLE;del Alcalde Garrido Juaristi;15;Madrid;444298;4473977
1268;Alberto Fernandez De Miguel;CALLE;de Isaac Peral;56;Madrid;439118;4476939
1269;Rafael Huete Gallardo;CALLE;de José Tamayo;17;Madrid;449047;4468619
1270;Carlos Ramos Esteban;CALLE;de la Hacienda de Pavones;10;Madrid;445002;4472791
1271;Rocio Macarena De La Torre Riera;AVDA;de Guadalajara;2;Madrid;447203;4474397
1272;Maria Consolacion Barrero Martin;CALLE;de Castelló;110;Madrid;442282;4476333
1273;Pablo Guijarro Masi;PASEO;de la Castellana;151;Madrid;441457;4479135
1274;Silvia Parrilla Vizcaino;CALLE;de Víctor de la Serna;1;Madrid;442840;4478177
1275;Silvia Benito Rodriguez;CALLE;del Marqués de Jura Real;21;Madrid;439748;4471435
1276;Lidia Ana Yllana Hernandez;CALLE;de La Dolorosa;11;Madrid;441053;4467348
1277;Angel Francisco Tovar Breña;CALLE;de Nuestra Señora de Begoña;4;Madrid;439583;4466273
1278;Silvia Gea Barra;CALLE;de Blas Cabrera;7;Madrid;434265;4470346
1279;Ana Higuera Fernández-Teijeiro;CALLE;de Guetaria;70;Madrid;439226;4469190
1280;Javier Viloria Moreno;PASEO;de Extremadura;136;Madrid;437498;4473615
1281;Marta Malpesa Castellano;CALLE;de la Iliada;15;Madrid;448231;4476242
1282;Maria Elena Sutil Franco;CALLE;de la Sílfide;12;Madrid;448000;4476729
1283;Clotilde Fernandez Alvarez;CALLE;del Príncipe de Vergara;205;Madrid;442493;4477893
1285;Maria Trinidad Robledillo Navarrete;CALLE;del Lago Van;4;Madrid;448540;4472729
1286;Mª Mercedes Rosell Aguirre;CALLE;del Doctor Fleming;44;Madrid;441701;4479169
1287;Mª Dolores Picornell Darder;CALLE;de Ponferrada;10;Madrid;439560;4480665
1288;Sagrario De Ulierte Vicente;RONDA;de Toledo;8;Madrid;439719;4473086
1289;Emilio Muñoz Gomez;CALLE;de María de Maeztu;146;Madrid;438971;4483065
1290;Marco Antonio Koc Rincon;AVDA;de la Barranquilla;7;Madrid;445767;4480568
1291;Teresa Gutierrez Barrero;CALLE;de Potes;2;Madrid;439732;4466929
1292;Mª Dolores Garcia Del Cojo;CALLE;de los Mártires;11;Brunete;415293;4473351
1293;Julia Concepcion Paredes Carrasco;CALLE;de San Juan de Mata;s/n;Madrid;435850;4472852
1295;Patricia Sada Garcia-Lomas;CALLE;de Blanca de Castilla;11;Madrid;433560;4479759
1296;Laura Aragoneses Velasco;CALLE;del Teniente Coronel Noreña;48;Madrid;441343;4470824
1297;Marta Velasco Cardenal;CALLE;de José María Pereda;10;Madrid;444998;4475920
1298;Maria Iciar Garate Barrenechea;AVDA;de Nuestra Señora de Valvanera;100;Madrid;437354;4471492
1299;Marta Bejarano Cabrera;CALLE;de San Restituto;2;Madrid;439825;4479555
1300;Mª Sagrario Vicente Anton;CALLE;de Puentelarra;12;Madrid;448297;4470465
1301;Gloria Maria Masso De Luque;CALLE;de las Cuevas de Altamira;27;Madrid;435490;4468162
1302;Mª Izaskun De La Sota Iturralde;CALLE;de Uruguay;19;Madrid;442899;4478514
1303;Ana Maria Cosin Borobio;CALLE;de Arapiles;21;Madrid;439918;4476025
1304;Mª Elena Pascual Gonzalez;CALLE;de la Laguna;133;Madrid;437030;4471006
